Title,Abstract,Article URL,date 
Simultaneous fall and flow during pyroclastic eruptions: A novel proximal hybrid facies,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/10/1187/615943/Simultaneous-fall-and-flow-during-pyroclastic,2023-01-24
"A Rosetta stone linking melt trajectories in the mantle to the stress field and lithological heterogeneities (Trinity ophiolite, California)",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/10/1192/615876/A-Rosetta-stone-linking-melt-trajectories-in-the,2023-01-24
Ancient structural inheritance explains gold deposit clustering in northern Perú,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/10/1197/615874/Ancient-structural-inheritance-explains-gold,2023-01-24
Preserved intercratonic lithosphere reveals Proterozoic assembly of Australia,"The Proterozoic assembly of Australia, the understanding of which is critical for reconstructing Proterozoic supercontinents, involved amalgamation of the West Australian (WAC), North Australian (NAC), and South Australian cratons (SAC). However, the basement between these Archean to early Proterozoic lithospheric blocks is mostly buried beneath younger basins; hence, its composition and age and the timing of Proterozoic assembly remain uncertain. In situ zircon U-Pb-O-Hf analyses of igneous rocks from drillholes that intersected basement beneath the northwestern Canning Basin reveal the presence of a substantial domain of juvenile Proterozoic lithosphere, the Percival Lakes province, between the WAC and NAC. Although isotopically distinct from the neighboring WAC and NAC, the Percival Lakes province is strikingly similar to other juvenile Proterozoic tectonic elements between the WAC, NAC, and SAC. Combining isotope and seismic data, we interpret the Percival Lakes province as part of an ~1700 × 400 km Proterozoic lithospheric domain that lacks evidence of Archean provenance but consists mainly of reworked remnants of Mesoproterozoic oceanic crust that survived WAC-NAC-SAC convergence. The apparent absence of Archean lithosphere between the cratons implies they never directly collided or that complete collision was prevented by impingement of three-dimensional promontories in the converging lithospheric blocks. Instead, the Percival Lakes province and other Proterozoic elements between the WAC, NAC, and SAC consist of oceanic lithosphere extracted from Earth's mantle in the Proterozoic. Our results imply that WAC-NAC convergence was younger than Columbia amalgamation at ca. 1.8 Ga and that Proterozoic Australia formed during the earliest phases of Rodinia assembly at ca. 1.3 Ga.",https://pubs.geoscienceworld.org/gsa/geology/article/50/10/1202/615944/Preserved-intercratonic-lithosphere-reveals,2023-01-24
Mode of continental breakup of marginal seas,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/10/1208/616376/Mode-of-continental-breakup-of-marginal-seas,2023-01-24
Critical metal enrichment in crustal melts: The role of metamorphic mica,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1219/616375/Critical-metal-enrichment-in-crustal-melts-The,2023-01-24
Paleoclimates inform on a weakening and amplitude-reduced East Asian winter monsoon in the warming future,"The East Asian winter monsoon (EAWM) has significant impacts on the weather and climate, and subsequently on the economy and society, in East Asia during boreal winters, and its projection into the future is scientifically and practically significant. However, projections relying on geological EAWM reconstructions, which can compensate for instrumental record limitations, are still lacking and urgently needed. It is more promising to conduct prediction under the background of not only instrumental but also geological changes in the EAWM. We used grain-size records from four high-resolution, chronologically well-defined loess sections on the Chinese Loess Plateau to represent past EAWM intensity and its amplitudes. Our results show that the EAWM is weaker and has lower amplitudes during warm periods than during cold stages at various time scales. Moreover, instrumental records reveal that the EAWM shows a weak level and reduced interannual amplitudes after the mid-1980s under the context of global warming. We propose that the EAWM will experience long-term weakening and reduced (e.g., interannual) amplitudes under 21st century global-warming scenarios.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1224/616378/Paleoclimates-inform-on-a-weakening-and-amplitude,2023-01-24
"Direct constraints on in situ stress state from deep drilling into the Nankai subduction zone, Japan","Stress state is a long-sought but poorly known parameter on subduction megathrusts and in overlying accretionary wedges in general. We used direct observations made during drilling of Integrated Ocean Drilling Program (IODP) borehole C0002 to a depth of 3058 m below the seafloor (mbsf) in the Nankai subduction zone of southwestern Japan to constrain in situ pore pressure and stress state in the deep interior of an accretionary wedge for the first time. These data included downhole pressure, active pumping tests, and logging and sample measurements. We found a nearly linear gradient in minimum horizontal principal stress (Shmin) and show that it remained consistently smaller than the vertical stress (Sv), definitively ruling out a thrust-faulting stress regime to at least 3 km depth, and to within ~2 km above the subduction megathrust. At 3000 mbsf, the estimated effective stresses were: Sv = 33 MPa, SHmax = 25–36 MPa, and Shmin = 18.5–21 MPa. We therefore interpret that the stress state throughout the drilled interval, which lies entirely in the hanging wall of the active megathrust, lies in a normal or strike-slip faulting regime (Sv ≥ SHmax > Shmin). Total differential stresses are below ~18 MPa. We conclude that (1) basal traction along the megathrust must be small in order to permit both locking (and frictional sliding at failure) of the décollement and such low differential stresses deep within the upper plate; and (2) although differential stresses may remain low all the way to the plate boundary at ~5000 mbsf, SHmax must transition to become greater than the vertical stress—either spatially below the base of the borehole or temporally leading up to megathrust fault rupture—in order to drive thrust motion along the plate boundary as observed in great earthquakes and in recurring very low-frequency earthquakes and slow-slip events.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1229/616603/Direct-constraints-on-in-situ-stress-state-from,2023-01-24
"Time constraints on hydrocarbon migration and caprock formation recorded by calcite spar in a Carboniferous–Permian carbonate-evaporite succession, Finnmark Platform, Barents Sea",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1234/616543/Time-constraints-on-hydrocarbon-migration-and,2023-01-24
Secular variation in seawater redox state during the Marinoan Snowball Earth event and implications for eukaryotic evolution,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1239/616379/Secular-variation-in-seawater-redox-state-during,2023-01-24
Extensional mountain building along convergent plate boundary: Insights from the active Taiwan mountain belt,"Late brittle extension is a common feature in orogenic belts, and its role in mountain building processes is still the subject of debate. Its timing relationship with crustal thickening, the building of topography, basin infill, and rock exhumation are of key importance in determining whether it is a major factor in orogenic development or merely causes near-surface secondary effects. We examined this question in relation to the active arc-continent collision of Taiwan, studying its structural evolution by integrating new and critical geochronological results for tensile vein filling of hinterland metamorphic terrane with syn-collision deposition records. Acceleration of rock exhumation and molasse deposition was found to be coeval with the initiation of brittle tensile structures at ca. 1.6 Ma, which was long overdue as continental subduction started well before 6.5 Ma in central to northern Taiwan. The topographic mountain of Taiwan was thus constructed when the upper crust of the thickened orogenic prism turned extensional, as orographic elevation and relief are prerequisites for molasses production. Syn-collisional brittle extension is therefore proposed as a possible facilitator of both augmented extrusive exhumation and the formation of orography.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1245/616374/Extensional-mountain-building-along-convergent,2023-01-24
Transient fault creep on the Xidatan (Tibet) fault driven by viscoelastic relaxation following the 2001 Kokoxili earthquake,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1250/616542/Transient-fault-creep-on-the-Xidatan-Tibet-fault,2023-01-24
The northern Hikurangi margin three-dimensional plate interface in New Zealand remains rough 100 km from the trench,"At the northern Hikurangi margin (North Island, New Zealand), shallow slow slip events (SSEs) frequently accommodate subduction-interface plate motion from landward of the trench to <20 km depth. SSEs may be spatially related to geometrical interface heterogeneity, though kilometer-scale plate-interface roughness imaged by active-source seismic methods is only constrained offshore at <12 km depth. Onshore constraints are comparatively lacking, but we mapped the Hikurangi margin plate interface using receiver functions from data collected by a dense 22 × 10 km array of 49 broadband seismometers. The plate interface manifests as a positive-amplitude conversion (velocity increase with depth) dipping west from 10 to 17 km depth. This interface corroborates relocated earthquake hypocenters, seismic velocity models, and downdip extrapolation of depth-converted two-dimensional active-source lines. Our mapped plate interface has kilometer-amplitude roughness we interpret as oceanic volcanics or seamounts, and is 1–4 km shallower than the regional-scale plate-interface model used in geodetic inversions. Slip during SSEs may thus have different magnitudes and/or distributions than previously thought. We show interface roughness also leads to shear-strength variability, where slip may nucleate in locally weak areas and propagate across areas of low shear-strength gradient. Heterogeneous shear strength throughout the depth range of the northern Hikurangi margin may govern the nature of plate deformation, including the localization of both slow slip and hazardous earthquakes.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1256/616548/The-northern-Hikurangi-margin-three-dimensional,2023-01-24
"Magma pressurization sustains ongoing eruptive episode at dome-building Soufrière Hills volcano, Montserrat",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1261/616380/Magma-pressurization-sustains-ongoing-eruptive,2023-01-24
Orogenic belt resulting from ocean-continent collision,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1266/616546/Orogenic-belt-resulting-from-ocean-continent,2023-01-24
Early accretion and prolonged carbonation of the Pacific Ocean's oldest crust,"Newly formed oceanic crust is altered by seawater and carbonated at low temperatures over poorly defined periods of time. We applied in situ U-Pb dating to investigate 28 carbonate veins from Ocean Drilling Program Hole 801C, which is situated in the oldest Jurassic-age oceanic crust preserved in the western Pacific Ocean. Our results indicate that Pacific Ocean crust began accreting at 192 ± 6 Ma, which is ~25 m.y. earlier than previously recognized. Carbonation peaked at 171 ± 5 Ma and continued at a low rate for more than ~65 m.y. after accretion. Jurassic carbonation rates varied over ~10 m.y. timescales but encompassed a range similar to that observed today. These data suggest that carbonation rates are relatively insensitive to changes in atmospheric CO2, but confirm the longevity of seafloor alteration as a critical control in global volatile cycling.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1270/616594/Early-accretion-and-prolonged-carbonation-of-the,2023-01-24
Small impact cratering processes produce distinctive charcoal assemblages,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1276/616545/Small-impact-cratering-processes-produce,2023-01-24
Trench retreat recorded by a subduction zone metamorphic history,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1281/616541/Trench-retreat-recorded-by-a-subduction-zone,2023-01-24
Quantifying controls on the occurrence of nonmarine fossils,"Although numerous studies have described differential preservation of nonmarine fossils in channel and floodplain facies, quantitative comparisons are lacking. We present measurements of the probability of occurrence of plant, mollusk, and vertebrate fossils in the Campanian Judith River Formation of north-central Montana, USA. The data reveal little difference in the probability of occurrence among higher taxa in channel and floodplain facies, except for plants, which have a higher probability in floodplain deposits. This surprising result supports more recent models in which many organisms are buried initially in floodplain deposits, but those deposits are subsequently exhumed by migrating rivers, and finally buried in those channels. Comparisons across systems tracts revealed intriguing patterns in which plants have a higher probability of occurrence in high-accommodation systems tracts in channel and floodplain deposits, and vertebrates have a higher probability of occurrence in channels of the low-accommodation systems tract. These results confirm that sequence-stratigraphic architecture should be considered in interpretations of the nonmarine fossil record. This probability of occurrence method has promise for many other comparisons of fossilization potential.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1287/616604/Quantifying-controls-on-the-occurrence-of,2023-01-24
Osmium isotopes fingerprint mantle controls on the genesis of an epithermal gold province,"The formation of crustal blocks enriched with gold (Au) deposits above subduction zones is intimately bound to the genesis and evolution of magmatic-hydrothermal systems. A long-standing question, however, is whether the metal fertility of these systems stems from distinct sources that are anomalously enriched in Au or from subsequent processes occurring during crustal magma emplacement and hydrothermal activity. The Deseado Massif auriferous province in southern Patagonia (Argentina) is a unique place to test these contrasting hypotheses because Au-bearing mantle xenoliths indicate the presence of an underlying Au-rich lithospheric mantle reservoir. However, direct geochemical links between the Au-rich mantle source and the formation of the Deseado Massif auriferous province in the overlying crust remain to be established. To address this prominent gap in knowledge, we used sulfide Re-Os geochronology to identify the source of Au at Cerro Vanguardia, the largest low-sulfidation epithermal Au-Ag deposit in the Deseado Massif. Pyrite from high-grade Au quartz veins yielded an isochron age of 147.4 ± 2.9 Ma (mean square of weighted deviates = 1.04, n = 8) and an initial 187Os/188Os ratio of 0.26 ± 0.01, fingerprinting a dominant mantle control for the source of Os and, by inference, the source of Au. Our data provide a unique geochemical linkage between an Au-rich subcontinental lithospheric mantle source and the genesis of epithermal Au deposits, supporting the hypothesis that pre-enriched mantle domains may be a critical factor underpinning the global-scale localization of Au provinces.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1291/616599/Osmium-isotopes-fingerprint-mantle-controls-on-the,2023-01-24
Sublithospheric melt input in cratonic lamproites,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1296/616547/Sublithospheric-melt-input-in-cratonic-lamproites,2023-01-24
Onset of long-lived silicic and alkaline magmatism in eastern North America preceded Central Atlantic Magmatic Province emplacement,"The White Mountain magma series is the largest Mesozoic felsic igneous province on the eastern North American margin. Previous geochronology suggests that magmatism occurred over 50 m.y., with ages for the oldest units apparently coeval with the ca. 201 Ma Central Atlantic Magmatic Province, the flood basalt province associated with the end-Triassic mass extinction and the opening of the Atlantic Ocean. We use zircon U-Pb geochronology to show that emplacement of White Mountain magma series plutons was already underway at 207.5 Ma. The largest volcanic-plutonic complex, the White Mountain batholith, was emplaced episodically from ca. 198.5 Ma to ca. 180 Ma and is ~25 m.y. older than published ages suggest, and all samples we dated from the Moat Volcanics are between ca. 185 Ma and 180 Ma. The Moat Volcanics and the White Mountain batholith are broadly comagmatic, which constrains the age of a key Jurassic paleomagnetic pole. Our data indicate that a regional mantle thermal anomaly in eastern North America developed at least 5 m.y. prior to the main stage of Central Atlantic Magmatic Province flood basalt volcanism and suggest a geodynamic link between the White Mountain magma series and the Central Atlantic Magmatic Province.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1301/616544/Onset-of-long-lived-silicic-and-alkaline-magmatism,2023-01-24
Don't judge an orogen by its cover: Kinematics of the Appalachian décollement from seismic anisotropy,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1306/616600/Don-t-judge-an-orogen-by-its-cover-Kinematics-of,2023-01-24
Did transit through the galactic spiral arms seed crust production on the early Earth?,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1312/616377/Did-transit-through-the-galactic-spiral-arms-seed,2023-01-24
Hematite geochronology reveals a tectonic trigger for iron ore mineralization during Nuna breakup,"Hematite and goethite deposits hosted in banded iron formations (BIFs) in the Pilbara craton (Western Australia) represent one of Earth's most significant Fe reserves; however, the timing and tectonic triggers underpinning deposit genesis remain contentious. Uncertainty in ore genesis stems from a lack of direct age measurements, which could aid in correlating periods of BIF mineralization with tectono-thermal events observed elsewhere. Archean–Paleoproterozoic BIFs in the Hamersley Province host extensive martite–microplaty hematite orebodies that formed at 2.2–2.0 Ga, based on indirect constraints. In contrast, combined hematite in situ U-Pb geochronology and (U-Th)/He thermochronology demonstrate that martite–microplaty hematite ores in the Chichester Range crystallized ca. 1.26–1.22 Ga and underwent cratonic denudation between ca. 0.57 and 0.38 Ga. Nanoscale imaging of dated hematite indicates that U-Th-Pb is lattice bound and not hosted in inclusions. New U-Pb hematite ages overlap with other mineral ages reported at the margins of the Pilbara and Yilgarn cratons (1.3–1.1 Ga), where mineral formation was driven by plate reorganization following breakup of the Nuna supercontinent. This age correlation suggests that a combination of increased orogenic (+diagenetic) and heat (+fluid) generative processes resulting from supercontinent reconfiguration was a key trigger for iron ore formation in the Pilbara craton.",https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1318/616602/Hematite-geochronology-reveals-a-tectonic-trigger,2023-01-24
Orbitally paced global oceanic deoxygenation decoupled from volcanic CO2 emission during the middle Cretaceous Oceanic Anoxic Event 1b (Aptian-Albian transition),^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/11/1324/616601/Orbitally-paced-global-oceanic-deoxygenation,2023-01-24
Marine impacts: Sedimentologic fingerprint of event magnitude,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1331/616597/Marine-impacts-Sedimentologic-fingerprint-of-event,2023-01-24
Cryogenian glacial erosion of the central Canadian Shield: The “late” Great Unconformity on thin ice,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1336/616595/Cryogenian-glacial-erosion-of-the-central-Canadian,2023-01-24
Across-strike asymmetry of the Andes orogen linked to the age and geometry of the Nazca plate,"The crest of the Andes—the trace of the highest mountain topography—weaves back and forth, in places near the coastline, in others farther inland. Its position reflects the asymmetric distribution of orogen mass and coincides with asymmetry of orographic precipitation. This coincidence is thought to reflect a primary influence of orographic precipitation on accumulated orogenic mass whereby the more erosive (wetter) side promotes crest migration toward the less erosive (drier) side. However, whether this remains the case after excluding tectonic controls on the size and asymmetry of the wedge is an open question. We assessed relationships between precipitation, erosion rates, and the macromorphology of the Andes. We find that precipitation rates cannot sufficiently explain orogen asymmetry after statistically controlling for the age or dip of the Nazca slab. Slab age and dip are known to primarily affect mountain building in the Andes by impacting stress and strain propagation into the retro-arc region, thus better explaining the position of the mountain chain within the orogenic wedge. Accordingly, using basin-wide erosion rate, topographic, and precipitation data, we find that precipitation possibly influences erosional efficiency in semi-arid Andean landscapes but falls short in explaining the variability of erosion rates in regions of high orographic precipitation. We conclude that the orographic effect cannot change the Andean macromorphology that is set by bottom-up tectonic processes.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1341/617928/Across-strike-asymmetry-of-the-Andes-orogen-linked,2023-01-24
Large-scale lava dome fracturing as a result of concealed weakened zones,"Mechanically weakened alteration zones in lava domes are thought to jeopardize their stability. Such zones can be hazardous when concealed within the dome, either because they formed by subsurface hydrothermal circulation or because they formed on the surface but were subsequently buried by renewed lava extrusion. We present a new suite of computational models showing how the size and position of a weakened brittle zone within a dome can affect large-scale fracture formation, displacement, and the collapse mechanism. By combining recent laboratory data for the mechanical behavior of dome rocks with discrete element method models, we show (1) the presence of a weak zone increases instability, which is exacerbated when the size of the zone increases or the zone is positioned off-center; (2) the position of the weak zone changes the deformation mechanism from slumping-type slope deformation when the zone is positioned centrally, compared with deep-seated rotational slope failure when the zone is positioned toward the dome flank; and finally, (3) dome-cutting tensile fractures form in the presence of a small weak zone (60 m diameter, ∼14% of dome width), whereas large weak zones (120 m diameter, ∼27% of dome width) promote the formation of longer and deeper fractures that jeopardize larger dome volumes. Our results corroborate previous field observations at lava domes and indicate that large fracture formation, which greatly influences dome stability and outgassing, can be explained by the presence of concealed alteration zones. This improved understanding of the mechanisms responsible for dome instability enables better hazard assessment at volcanoes worldwide.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1346/616598/Large-scale-lava-dome-fracturing-as-a-result-of,2023-01-24
High-magnitude stresses induced by mineral-hydration reactions,"Fluid-rock interactions play a critical role in Earth’s lithosphere and environmental subsurface systems. In the absence of chemical mass transport, mineral-hydration reactions would be accompanied by a solid-volume increase that may induce differential stresses and associated reaction-induced deformation processes, such as dilatant fracturing to increase fluid permeability. However, the magnitudes of stresses that manifest in natural systems remain poorly constrained. We used optical and electron microscopy to show that one of the simplest hydration reactions in nature [MgO + H2O = Mg(OH)2] can induce stresses of several hundred megapascals, with local stresses of as much as ∼1.5 GPa. We demonstrate that these stresses not only cause fracturing but also induce plastic deformation with dislocation densities (1015 m−2) exceeding those typical of tectonically deformed rocks. If these reaction-induced stresses can be transmitted across larger length scales, they may influence the bulk stress state of reacting regions. Moreover, the structural damage induced may be the first step toward catastrophic rock failure, triggering crustal seismicity.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1351/618286/High-magnitude-stresses-induced-by-mineral,2023-01-24
Fault surface morphology as an indicator for earthquake nucleation potential,"Laboratory measurements can determine the potential for geologic materials to generate unstable (seismic) slip, but a direct relation between sliding behavior in the laboratory and physical characteristics observable in the field is lacking, especially for the phyllosilicate-rich gouges that are widely observed in natural faults. We integrated laboratory friction experiments with surface topography microscopy and demonstrated a quantitative correlation between frictional slip behavior and fault surface morphology of centimeter-scale samples. Our results show that striated, smooth fault surfaces were formed in experiments that exhibited stable sliding, whereas potentially unstable sliding was associated with rougher, isotropic fault surfaces. We interpret that frictional stability and fault surface morphology are linked via the evolution of asperity contacts on localized slip surfaces. If fault surface roughness obeys a fractal relationship over a large range of length scales, then we infer that the morphological characteristics observed in the laboratory could indicate the earthquake nucleation potential on natural fault surfaces.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1356/618283/Fault-surface-morphology-as-an-indicator-for,2023-01-24
Mobilization of tin during continental subduction-accretion processes,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1361/618209/Mobilization-of-tin-during-continental-subduction,2023-01-24
Late Messinian submarine channel systems in the Levant Basin: Challenging the desiccation scenario,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1366/618717/Late-Messinian-submarine-channel-systems-in-the,2023-01-24
Dominant precessional forcing of the East Asian summer monsoon since 260 ka,"One of the most perplexing problems in paleoclimate research is how orbital cyclicities force East Asian summer monsoon (EASM) precipitation variation over the middle to late Quaternary. Chinese loess records suggest that EASM precipitation was dominated by 100 k.y. cycles controlled by Northern Hemisphere ice sheet forcing. In contrast, speleothem records suggest that EASM precipitation was dominated by 23 k.y. cycles caused by Northern Hemisphere summer insolation forcing. In order to resolve this inconsistency, we present high-resolution paleoclimate records from Xijin drill cores on the western Chinese Loess Plateau for the past 260 k.y., the rough upper limit of luminescence dating. Magnetic susceptibility (χ) shows clear 23 k.y. precessional cycles over interglacials but has constant low values over glacials. This is interpreted as indicating a lack of pedogenesis, such that χ cannot record EASM precipitation variations, rather than an absence of EASM variation itself. To circumvent this issue, we use inversed sand content as an alternative proxy for EASM precipitation over glacials and splice this with the interglacial logarithmic χ from Xijin drill cores. This new record reveals dominant 23 k.y. cycles over both interglacials and glacials, consistent with speleothem δ18O data and dominant insolation forcing. These findings allow a consistent understanding of EASM variability and forcing mechanisms from both loess and speleothem archives, resolving one of the largest debates in past monsoon research. These results challenge suggestions of high-latitude ice sheet forcing of the EASM based on slowly accumulated loess records from the central Loess Plateau.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1372/618210/Dominant-precessional-forcing-of-the-East-Asian,2023-01-24
"Plate tectonics, mixed heating convection, and the divergence of mantle and plume temperatures",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1377/617927/Plate-tectonics-mixed-heating-convection-and-the,2023-01-24
"When knickzones limit upstream transmission of base-level fall: An example from Kaua‘i, Hawai‘i","A threshold drainage area limits fluvial transmission of base-level fall and may be expressed in the form of a waterfall or a series of waterfalls, defined here as a knickzone. Knickzones on the west coast of Kaua‘i, Hawai‘i (USA), exhibit evidence of a threshold drainage area. Eighteen (18) of the 25 knickzones in our study area are located at the coast or a tributary junction, have a drainage area <1.5 km2, and have been stationary for at least 1.5 m.y. The other seven knickzones are located >1 km upstream from the coast or nearest tributary junction and range in drainage area from 1 to 5.5 km2. Both sets of knickzones limit incision relative to canyons without knickzones. Field observations show strong ‘a‘ā flows and dikes always crop out at the lip of knickzones, suggesting these resistant rocks and coarse sediment generated from them act to inhibit knickzone migration. A model incorporating flood records and channel conditions above knickzones shows thresholds of coarse sediment entrainment are never exceeded below 1 km2. Our results demonstrate knickzones on the west coast of Kaua‘i are enduring features explained by resistant lava flows and physical limits in bedrock incision.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1382/618175/When-knickzones-limit-upstream-transmission-of,2023-01-24
Crystal plasticity enhances trace element mobility in garnet,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1387/618177/Crystal-plasticity-enhances-trace-element-mobility,2023-01-24
Forced Cenozoic continental subduction of Tarim craton-like lithosphere below the Tianshan revealed by ambient noise tomography,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1393/618178/Forced-Cenozoic-continental-subduction-of-Tarim,2023-01-24
Reworked pollen reduces apparent floral change during the Paleocene-Eocene Thermal Maximum,"Plant megafossils from the Paleocene-Eocene Thermal Maximum (PETM) in the Bighorn Basin, north-central Wyoming, USA, document a dramatic shift in floral composition, whereas palynofloral change from the same sections has appeared to be more subtle. We investigated this discrepancy by quantifying pollen preservation and measuring the stable carbon isotope composition of specific pollen taxa. Pollen grains belonging to two common latest Paleocene taxa are poorly preserved in PETM samples, and their δ13Cpollen is similar during the latest Paleocene and PETM. In contrast, pollen grains of a thermophilic taxon that became more abundant during the PETM are pristine, and the δ13Cpollen of PETM specimens is ∼4‰ lower than that of latest Paleocene specimens. More broadly, pollen grains belonging to lineages currently centered in temperate climates are poorly preserved when found in PETM samples, whereas in the same samples, pollen belonging to lineages now centered in the tropics are well preserved. These differences in preservation and isotopic composition indicate extensive redeposition of older pollen grains during the PETM. Increased abundance of Cretaceous palynotaxa in PETM samples confirms erosion and redeposition, likely resulting from more episodic and intense precipitation. Exclusion of reworked palynotaxa from analyses reveals that, as in the megaflora, temperate taxa were absent during the PETM at the time when dry tropical taxa briefly appeared. Major climate changes like the PETM may commonly destabilize landscapes, increase reworking, and thus smooth patterns of change in microfloras, leading to underestimates of the rate and magnitude of floral response to past global change.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1398/618213/Reworked-pollen-reduces-apparent-floral-change,2023-01-24
Oceanographic consequences of the Bransfield Strait (Antarctica) opening,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1403/618211/Oceanographic-consequences-of-the-Bransfield,2023-01-24
Early Au-rich sulfide liquid saturation explains the low Au endowment of continental intraplate alkaline magmas,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1409/618285/Early-Au-rich-sulfide-liquid-saturation-explains,2023-01-24
Novel age constraints for the onset of the Steptoean Positive Isotopic Carbon Excursion (SPICE) and the late Cambrian time scale using high-precision U-Pb detrital zircon ages,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1415/618212/Novel-age-constraints-for-the-onset-of-the,2023-01-24
"Raman thermometry and (U-Th)/He thermochronometry reveal Neogene transpressional exhumation in the Nacimiento block of central California, USA",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1421/618284/Raman-thermometry-and-U-Th-He-thermochronometry,2023-01-24
Lagoon infilling by coral reef sand aprons as a proxy for carbonate sediment productivity,"Sand aprons are distinctive landforms that offer important insights into sedimentary dynamics for reef platform development. Here we link temporal and spatial scales of 21 sand aprons in the southern Great Barrier Reef to understand their Holocene formation and evolution in response to relative sea-level changes, the depth of the Pleistocene base, and contemporary morphodynamics. Our results show that lagoon infilling is a function of reef size and is a self-limiting process controlled by hydrodynamics and relative sea-level changes. Lagoon infilling does not depend on the type of reef or degree of exposure to waves, but it could reflect past wave climates. Our carbonate productivity estimates based on lagoon infilling are remarkably similar to those inferred from habitat classification. Finally, we hypothesize that current carbonate productivity has slowed because of the effects of climate change.",https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1427/618176/Lagoon-infilling-by-coral-reef-sand-aprons-as-a,2023-01-24
Tibetan Plateau insights into >1100 °C crustal melting in the Quaternary,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1432/618288/Tibetan-Plateau-insights-into-gt-1100-C-crustal,2023-01-24
Global Ba/Nb systematics in arc magmas reflect the depths of mineral dehydration in subducted slabs,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1438/618208/Global-Ba-Nb-systematics-in-arc-magmas-reflect-the,2023-01-24
"Hematite accommodated shallow, transient Pleistocene slow slip in the exhumed southern San Andreas fault system, California, USA",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/12/1443/618287/Hematite-accommodated-shallow-transient,2023-01-24
